Timestamp,AbsoluteLoad,AirFlowRate,AmbientTemp,BarometricPressure,CoolantTemp,EngineLoad,EngineOilTemp,FuelLevel,IntakeTemp,RPM,Speed,ThrottlePos
1676841728,55.294117647058826,42.75,14.0,80.0,89.0,82.3529411764706,85.0,64.31372549019608,14.0,3083.5,103.0,45.88235294117647
1676841729,45.88235294117647,34.57,14.0,80.0,89.0,67.05882352941177,85.0,61.568627450980394,14.0,3085.75,105.0,36.470588235294116
1676841731,51.372549019607845,38.81,14.0,80.0,88.0,74.90196078431373,84.0,65.88235294117646,14.0,3098.25,104.0,45.09803921568628
1676841732,52.549019607843135,40.64,14.0,79.0,88.0,76.07843137254902,85.0,61.568627450980394,14.0,3121.75,104.0,45.490196078431374
1676841733,51.76470588235294,40.32,13.0,80.0,88.0,76.07843137254902,85.0,64.31372549019608,13.0,3158.5,105.0,45.490196078431374
1676841734,52.15686274509804,41.14,13.0,79.0,88.0,76.07843137254902,85.0,65.88235294117646,13.0,3196.75,107.0,45.88235294117647
1676841736,52.549019607843135,42.04,14.0,79.0,87.0,76.86274509803921,85.0,64.31372549019608,14.0,3240.5,109.0,46.27450980392157
1676841737,55.68627450980392,37.64,14.0,79.0,87.0,76.47058823529412,85.0,66.27450980392157,14.0,3121.75,109.0,45.88235294117647
1676841738,59.2156862745098,40.0,14.0,79.0,87.0,85.49019607843137,86.0,65.09803921568627,14.0,2725.0,113.0,45.490196078431374
1676841739,58.8235294117647,39.68,14.0,79.0,87.0,86.66666666666667,86.0,63.92156862745098,14.0,2769.5,114.0,46.27450980392157
1676841740,60.3921568627451,42.21,14.0,79.0,87.0,86.66666666666667,85.0,65.49019607843137,14.0,2810.75,116.0,46.666666666666664
1676841742,65.09803921568627,56.620000000000005,14.0,79.0,87.0,89.41176470588235,86.0,65.49019607843137,14.0,3510.75,117.0,50.98039215686274
1676841743,65.09803921568627,57.56,14.0,79.0,87.0,89.80392156862744,86.0,62.35294117647059,14.0,3567.75,119.0,51.76470588235294
1676841744,65.49019607843137,58.75,13.0,79.0,87.0,89.01960784313725,86.0,61.1764705882353,13.0,3654.5,121.0,52.549019607843135
1676841745,64.70588235294117,59.09,13.0,79.0,87.0,89.01960784313725,86.0,63.529411764705884,13.0,3734.25,125.0,52.94117647058823
1676841746,9.411764705882353,8.09,13.0,79.0,88.0,13.333333333333334,86.0,65.09803921568627,13.0,3452.25,125.0,19.607843137254903
1676841748,12.549019607843137,9.64,14.0,79.0,88.0,16.862745098039216,86.0,61.96078431372549,14.0,3046.0,123.0,20.392156862745097
1676841749,12.941176470588236,9.200000000000001,14.0,79.0,89.0,19.215686274509803,86.0,66.66666666666667,14.0,2857.75,121.0,20.0
1676841750,13.333333333333334,8.53,14.0,79.0,89.0,19.215686274509803,86.0,63.529411764705884,14.0,2726.5,119.0,19.607843137254903
1676841751,12.156862745098039,6.78,14.0,79.0,89.0,18.823529411764707,86.0,64.70588235294117,14.0,2133.5,116.0,18.823529411764707
1676841752,12.549019607843137,6.51,14.0,79.0,89.0,18.431372549019606,86.0,64.31372549019608,14.0,2119.5,113.0,18.431372549019606
1676841754,12.549019607843137,6.3500000000000005,14.0,79.0,89.0,18.431372549019606,87.0,62.745098039215684,14.0,2067.0,110.0,18.431372549019606
1676841755,12.549019607843137,6.18,14.0,79.0,89.0,18.431372549019606,86.0,67.05882352941177,14.0,2006.25,107.0,18.431372549019606
1676841756,12.156862745098039,5.71,14.0,79.0,89.0,18.431372549019606,87.0,66.27450980392157,14.0,1907.0,102.0,18.03921568627451
1676841757,12.156862745098039,5.32,14.0,79.0,88.0,18.03921568627451,86.0,62.35294117647059,14.0,1776.5,98.0,18.03921568627451
1676841759,11.76470588235294,5.07,14.0,79.0,88.0,17.647058823529413,86.0,61.1764705882353,14.0,1717.75,92.0,17.647058823529413
1676841760,11.76470588235294,4.59,14.0,79.0,87.0,17.647058823529413,86.0,67.05882352941177,14.0,1624.0,89.0,17.254901960784313
1676841761,11.372549019607844,4.37,14.0,79.0,87.0,17.254901960784313,86.0,61.96078431372549,15.0,1530.25,83.0,17.254901960784313
1676841762,11.372549019607844,3.81,15.0,79.0,87.0,16.862745098039216,86.0,63.529411764705884,15.0,1396.75,80.0,16.862745098039216
1676841763,10.588235294117647,3.29,15.0,79.0,87.0,16.07843137254902,86.0,66.66666666666667,15.0,1256.25,72.0,16.470588235294116
